Unnamed: 0,Venue,City,Country,Date,Year,State,Setlist,Set Opener,Latitude,Longitude
901,Henry J. Kaiser Convention Center,Oakland,USA,1986-02-11,1986,CA,"['china cat sunflower', 'i know you rider', 'new minglewood blues', ""dupree's diamond blues"", 'me and my uncle', 'mexicali blues', 'bird song', 'music never stopped', 'might as well', 'drums', 'iko iko', 'eyes of the world', 'drums', ""truckin'"", 'stella blue', 'not fade away', 'not fade away', 'hey bo diddley', ""goin' down the road feelin' bad""]",china cat sunflower,37.8044557,-122.271356
902,Henry J. Kaiser Convention Center,Oakland,USA,1986-02-12,1986,CA,"['hell in a bucket', 'sugaree', 'tons of steel', 'tennessee jed', 'cassidy', ""don't ease me in"", 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'drums', 'willie and the hand jive', 'the wheel', 'midnight hour', 'johnny b. goode', 'u.s. blues']",hell in a bucket,37.8044557,-122.271356
903,Henry J. Kaiser Convention Center,Oakland,USA,1986-02-14,1986,CA,"['feel like a stranger', 'cold rain and snow', 'mama tried', 'big river', 'west l.a. fadeaway', 'looks like rain', 'brown eyed women', 'let it grow', 'keep on growing', 'lost sailor', 'saint of circumstance', 'terrapin station', 'drums', 'wharf rat', ""throwin' stones"", 'turn on your love light', 'brokedown palace']",feel like a stranger,37.8044557,-122.271356
904,Hampton Roads Coliseum,Hampton,USA,1986-03-19,1986,VA,"['hell in a bucket', 'stagger lee', 'c.c. rider', 'cold rain and snow', 'beat it on down the line', 'big railroad blues', 'looks like rain', 'visions of johanna', 'music never stopped', ""don't ease me in"", 'china cat sunflower', 'i know you rider', ""playin' in the band"", 'drums', 'the wheel', ""truckin'"", 'black peter', 'around and around', 'johnny b. goode', 'quinn the eskimo']",hell in a bucket,37.0264414,-76.3442846
905,Hampton Roads Coliseum,Hampton,USA,1986-03-20,1986,VA,"['touch of grey', 'little red rooster', 'friend of the devil', ""it's all over now"", 'row jimmy', 'me and my uncle', 'mexicali blues', 'althea', 'box of rain', 'iko iko', 'estimated prophet', 'eyes of the world', 'drums', 'wharf rat', ""throwin' stones"", 'not fade away', 'u.s. blues']",touch of grey,37.0264414,-76.3442846
906,Hampton Roads Coliseum,Hampton,USA,1986-03-21,1986,VA,"['roadrunner', ""dupree's diamond blues"", 'new minglewood blues', 'bird song', 'tons of steel', 'supplication', 'let it grow', ""uncle john's band"", 'terrapin station', ""playin' in the band"", 'drums', 'i need a miracle', 'stella blue', 'sugar magnolia', 'baby blue']",roadrunner,37.0264414,-76.3442846
907,The Spectrum,Philadelphia,USA,1986-03-23,1986,PA,"[""gimme some lovin'"", 'deal', 'willie and the hand jive', 'candyman', 'cassidy', 'west l.a. fadeaway', 'mama tried', 'big river', 'might as well', 'shakedown street', 'samson and delilah', ""he's gone"", 'spoonful', 'drums', 'the other one', 'comes a time', ""good lovin'"", 'day job']",gimme some lovin,39.9527237,-75.1635262
908,The Spectrum,Philadelphia,USA,1986-03-24,1986,PA,"['alabama getaway', 'greatest story ever told', 'dire wolf', 'little red rooster', 'brown eyed women', 'my brother esau', 'ramble on rose', 'el paso', 'box of rain', 'mississippi half-step', 'man smart/woman smarter', 'high time', 'lost sailor', 'saint of circumstance', 'drums', 'morning dew', 'midnight hour']",alabama getaway,39.9527237,-75.1635262
909,The Spectrum,Philadelphia,USA,1986-03-25,1986,PA,"['feel like a stranger', 'tennessee jed', 'c.c. rider', 'tons of steel', 'it must have been the roses', 'desolation row', ""don't ease me in"", 'scarlet begonias', 'touch of grey', 'looks like rain', ""goin' down the road feelin' bad"", 'drums', ""tom thumb's blues"", 'black peter', ""throwin' stones"", 'turn on your love light', 'brokedown palace']",feel like a stranger,39.9527237,-75.1635262
910,Cumberland County Civic Center,Portland,USA,1986-03-27,1986,ME,"['jack straw', 'peggy-o', 'new minglewood blues', 'revolutionary hamstrung blues', 'bertha', 'wang dang doodle', 'big railroad blues', 'supplication', 'promised land', 'china cat sunflower', 'i know you rider', 'estimated prophet', 'eyes of the world', 'drums', 'spanish jam', ""truckin'"", 'wharf rat', 'sugar magnolia', 'day job']",jack straw,43.6573605,-70.2586618
911,Cumberland County Civic Center,Portland,USA,1986-03-28,1986,ME,"['iko iko', 'beat it on down the line', 'loser', 'good time blues', 'me and my uncle', 'mexicali blues', 'althea', 'box of rain', ""playin' in the band"", ""franklin's tower"", 'i need a miracle', ""playin' in the band"", 'drums', 'the wheel', 'dear mr. fantasy', ""playin' in the band"", 'around and around', ""good lovin'"", 'baby blue']",iko iko,43.6573605,-70.2586618
912,Providence Civic Center,Providence,USA,1986-03-30,1986,RI,"['hell in a bucket', 'sugaree', 'el paso', 'cumberland blues', 'tons of steel', 'c.c. rider', ""dupree's diamond blues"", ""tom thumb's blues"", 'deal', 'touch of grey', 'samson and delilah', 'terrapin station', 'man smart/woman smarter', 'drums', ""why don't we do it in the road"", 'stella blue', ""throwin' stones"", 'not fade away', 'not fade away', 'quinn the eskimo']",hell in a bucket,41.8239891,-71.4128343
913,Providence Civic Center,Providence,USA,1986-03-31,1986,RI,"['mississippi half-step', 'roadrunner', 'west l.a. fadeaway', 'my brother esau', 'brown eyed women', 'desolation row', 'might as well', 'feel like a stranger', 'ship of fools', 'willie and the hand jive', ""goin' down the road feelin' bad"", 'drums', 'comes a time', ""truckin'"", 'johnny b. goode']",mississippi half-step,41.8239891,-71.4128343
914,Providence Civic Center,Providence,USA,1986-04-01,1986,RI,"[""gimme some lovin'"", 'little red rooster', 'stagger lee', 'cassidy', 'tennessee jed', 'looks like rain', 'big railroad blues', 'music never stopped', 'shakedown street', 'estimated prophet', 'eyes of the world', 'drums', 'i need a miracle', 'black peter', 'sugar magnolia', 'box of rain']",gimme some lovin,41.8239891,-71.4128343
915,Hartford Civic Center,Hartford,USA,1986-04-03,1986,CT,"['iko iko', 'new minglewood blues', 'peggy-o', 'me and my uncle', 'mexicali blues', 'bird song', 'supplication', 'let it grow', ""don't ease me in"", ""uncle john's band"", ""playin' in the band"", ""don't need love"", 'drums', 'the other one', 'wharf rat', 'around and around', 'not fade away', 'baby blue']",iko iko,41.764582,-72.6908547
916,Hartford Civic Center,Hartford,USA,1986-04-04,1986,CT,"['jack straw', 'dire wolf', 'c.c. rider', 'candyman', ""it's all over now"", 'crazy fingers', 'greatest story ever told', 'day job', 'touch of grey', 'looks like rain', ""he's gone"", ""smokestack lightnin'"", 'drums', 'the wheel', 'stella blue', ""throwin' stones"", 'turn on your love light', 'box of rain']",jack straw,41.764582,-72.6908547
917,Irvine Meadows Amphitheater,Laguna Hills,USA,1986-04-12,1986,CA,"['hell in a bucket', 'bertha', 'little red rooster', 'loser', 'beat it on down the line', 'althea', 'willie and the hand jive', 'row jimmy', 'jack straw', 'cold rain and snow', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", 'the other one', 'wharf rat', 'one more saturday night', 'quinn the eskimo']",hell in a bucket,33.5948758,-117.6882067
918,Irvine Meadows Amphitheater,Laguna Hills,USA,1986-04-13,1986,CA,"['iko iko', 'new minglewood blues', 'peggy-o', 'desolation row', 'mississippi half-step', 'supplication', 'let it grow', 'china cat sunflower', 'i know you rider', 'looks like rain', 'terrapin station', ""don't need love"", 'drums', 'i need a miracle', 'black peter', ""throwin' stones"", 'turn on your love light', 'box of rain']",iko iko,33.5948758,-117.6882067
919,Berkeley Community Theater,Berkeley,USA,1986-04-18,1986,CA,"['alabama getaway', 'greatest story ever told', 'west l.a. fadeaway', 'c.c. rider', 'brown eyed women', 'me and my uncle', 'mexicali blues', 'tons of steel', 'my baby left me', ""that's alright mama"", 'music never stopped', 'shakedown street', 'man smart/woman smarter', ""he's gone"", 'drums', 'the wheel', ""smokestack lightnin'"", 'stella blue', 'around and around', 'johnny b. goode', 'u.s. blues']",alabama getaway,37.8708393,-122.272863
920,Berkeley Community Theater,Berkeley,USA,1986-04-19,1986,CA,"['feel like a stranger', 'stagger lee', 'new minglewood blues', 'friend of the devil', 'cassidy', 'big railroad blues', 'one more saturday night', 'crazy fingers', ""playin' in the band"", 'drums', 'the other one', 'china doll', ""playin' in the band"", 'sugar magnolia', 'quinn the eskimo']",feel like a stranger,37.8708393,-122.272863
921,Berkeley Community Theater,Berkeley,USA,1986-04-21,1986,CA,"['mississippi half-step', 'el paso', 'row jimmy', 'my brother esau', 'cumberland blues', 'desolation row', 'ramble on rose', 'let it grow', 'touch of grey', 'estimated prophet', 'eyes of the world', 'drums', 'maybe you know how i feel', ""goin' down the road feelin' bad"", 'morning dew', 'around and around', 'not fade away', 'not fade away', ""don't ease me in""]",mississippi half-step,37.8708393,-122.272863
922,Berkeley Community Theater,Berkeley,USA,1986-04-22,1986,CA,"['box of rain', 'visions of johanna', 'mama tried', 'big river', 'bird song', 'little red rooster', 'deal', 'china cat sunflower', 'i know you rider', 'looks like rain', 'terrapin station', 'drums', 'spoonful', ""throwin' stones"", 'black peter', 'turn on your love light', 'brokedown palace']",box of rain,37.8708393,-122.272863
923,California Exposition Amphitheater,Sacramento,USA,1986-05-03,1986,CA,"['cold rain and snow', 'the race is on', 'they love each other', 'c.c. rider', 'high time', 'beat it on down the line', 'promised land', 'deal', 'scarlet begonias', 'fire on the mountain', 'man smart/woman smarter', ""goin' down the road feelin' bad"", 'drums', 'the other one', 'comes a time', 'sugar magnolia']",cold rain and snow,38.5810606,-121.493895
924,California Exposition Amphitheater,Sacramento,USA,1986-05-04,1986,CA,"['one more saturday night', 'mississippi half-step', 'little red rooster', 'candyman', 'me and my uncle', 'mexicali blues', 'china cat sunflower', 'i know you rider', ""gimme some lovin'"", ""playin' in the band"", 'drums', ""uncle john's band"", ""playin' in the band"", 'i need a miracle', 'wharf rat', 'around and around', ""good lovin'"", 'box of rain']",one more saturday night,38.5810606,-121.493895
925,Frost Amphitheater (Stanford U),Palo Alto,USA,1986-05-10,1986,CA,"['bertha', 'greatest story ever told', 'west l.a. fadeaway', 'desolation row', 'tennessee jed', 'new minglewood blues', 'big railroad blues', 'let it grow', 'hell in a bucket', 'sugaree', 'estimated prophet', 'eyes of the world', 'drums', 'the wheel', 'china doll', ""throwin' stones"", 'turn on your love light', 'quinn the eskimo']",bertha,37.4443293,-122.1598465
926,Frost Amphitheater (Stanford U),Palo Alto,USA,1986-05-11,1986,CA,"[""gimme some lovin'"", ""dancin' in the streets"", 'good time blues', 'iko iko', 'my brother esau', 'it must have been the roses', 'cassidy', 'might as well', 'samson and delilah', 'crazy fingers', ""he's gone"", ""smokestack lightnin'"", 'drums', 'the other one', 'comes a time', 'around and around', 'not fade away', 'i need a miracle', 'u.s. blues']",gimme some lovin,37.4443293,-122.1598465
927,Greek Theater (U of California),Berkeley,USA,1986-06-20,1986,CA,"['midnight hour', 'mississippi half-step', 'el paso', 'west l.a. fadeaway', 'me and my uncle', 'mexicali blues', 'candyman', 'let it grow', ""uncle john's band"", ""playin' in the band"", 'comes a time', 'drums', 'i need a miracle', 'black peter', 'around and around', ""good lovin'"", 'quinn the eskimo']",midnight hour,37.8708393,-122.272863
928,Greek Theater (U of California),Berkeley,USA,1986-06-21,1986,CA,"['alabama getaway', 'promised land', 'friend of the devil', 'c.c. rider', 'loser', 'desolation row', 'china cat sunflower', 'i know you rider', 'saint of circumstance', ""gimme some lovin'"", ""he's gone"", ""smokestack lightnin'"", 'drums', 'the other one', 'wharf rat', ""throwin' stones"", 'not fade away', 'not fade away', 'brokedown palace']",alabama getaway,37.8708393,-122.272863
929,Greek Theater (U of California),Berkeley,USA,1986-06-22,1986,CA,"['jack straw', 'it must have been the roses', 'cassidy', 'row jimmy', 'new minglewood blues', 'big railroad blues', 'mama tried', 'big river', 'stagger lee', 'hell in a bucket', 'might as well', 'fire on the mountain', 'samson and delilah', 'ship of fools', 'man smart/woman smarter', 'drums', ""truckin'"", ""goin' down the road feelin' bad"", 'stella blue', 'turn on your love light', 'u.s. blues', 'box of rain']",jack straw,37.8708393,-122.272863
931,Alpine Valley Music Theater,East Troy,USA,1986-06-28,1986,WI,"['hell in a bucket', 'ramble on rose', 'c.c. rider', 'row jimmy', 'beat it on down the line', 'touch of grey', 'looks like rain', ""don't ease me in"", ""playin' in the band"", ""uncle john's band"", 'drums', 'china doll', ""goin' down the road feelin' bad"", 'turn on your love light', 'one more saturday night', 'baby blue']",hell in a bucket,42.7851871,-88.4054374
932,Alpine Valley Music Theater,East Troy,USA,1986-06-29,1986,WI,"['mississippi half-step', ""franklin's tower"", ""dancin' in the streets"", 'brown eyed women', 'new minglewood blues', ""tom thumb's blues"", 'stagger lee', 'samson and delilah', 'shakedown street', 'estimated prophet', 'eyes of the world', 'drums', 'the other one', 'wharf rat', ""throwin' stones"", 'not fade away', 'not fade away', 'u.s. blues']",mississippi half-step,42.7851871,-88.4054374
933,River Bend Music Center,Cincinnati,USA,1986-06-30,1986,OH,"['feel like a stranger', 'friend of the devil', 'mama tried', 'big river', 'loser', 'cassidy', 'west l.a. fadeaway', 'let it grow', 'bertha', 'man smart/woman smarter', 'ship of fools', ""smokestack lightnin'"", ""he's gone"", 'drums', 'i need a miracle', 'stella blue', ""good lovin'"", 'quinn the eskimo']",feel like a stranger,39.1012809,-84.5127405
934,Rubber Bowl,Akron,USA,1986-07-02,1986,OH,"['alabama getaway', 'greatest story ever told', 'they love each other', 'little red rooster', ""don't think twice it's alright"", 'baby blue', 'candyman', 'me and my uncle', 'mexicali blues', ""don't ease me in"", 'china cat sunflower', 'i know you rider', ""playin' in the band"", 'desolation row', 'drums', ""truckin'"", 'black peter', 'sugar magnolia', 'box of rain']",alabama getaway,41.083064,-81.518485
935,Rich Stadium,Buffalo,USA,1986-07-04,1986,NY,"['jack straw', ""dupree's diamond blues"", 'c.c. rider', 'tennessee jed', 'my brother esau', 'touch of grey', 'cold rain and snow', 'fire on the mountain', 'samson and delilah', 'the wheel', 'i need a miracle', ""uncle john's band"", 'drums', ""gimme some lovin'"", ""goin' down the road feelin' bad"", 'turn on your love light', 'u.s. blues']",jack straw,42.8864163,-78.8781493
936,RFK Stadium,Washington,USA,1986-07-06,1986,DC,"['hell in a bucket', 'sugaree', 'me and my uncle', 'big river', 'row jimmy', 'cassidy', 'althea', 'let it grow', 'saint of circumstance', 'iko iko', 'looks like rain', ""he's gone"", 'drums', 'stella blue', ""throwin' stones"", 'not fade away', 'brokedown palace']",hell in a bucket,38.8950982,-77.0363849
937,RFK Stadium,Washington,USA,1986-07-07,1986,DC,"['ramble on rose', 'new minglewood blues', 'it must have been the roses', 'baby blue', 'desolation row', 'box of rain', ""playin' in the band"", 'terrapin station', 'drums', 'the other one', 'wharf rat', 'around and around', ""good lovin'"", 'satisfaction']",ramble on rose,38.8950982,-77.0363849
938,Oakland Coliseum,Oakland,USA,1986-12-15,1986,CA,"['touch of grey', 'c.c. rider', 'when push comes to shove', 'beat it on down the line', 'greatest story ever told', 'loser', 'cassidy', 'althea', 'my brother esau', 'candyman', 'let it grow', 'iko iko', 'looks like rain', 'black muddy river', ""playin' in the band"", 'terrapin station', 'drums', ""truckin'"", 'wharf rat', ""playin' in the band"", ""good lovin'"", 'johnny b. goode']",touch of grey,37.8044557,-122.271356
939,Oakland Coliseum,Oakland,USA,1986-12-16,1986,CA,"['hell in a bucket', 'row jimmy', 'me and my uncle', 'big river', 'stagger lee', 'new minglewood blues', 'when push comes to shove', 'sugaree', 'jack straw', 'box of rain', 'crazy fingers', 'estimated prophet', 'eyes of the world', 'drums', 'willie and the hand jive', 'iko iko', 'stella blue', 'sugar magnolia', 'midnight hour']",hell in a bucket,37.8044557,-122.271356
940,Oakland Coliseum,Oakland,USA,1986-12-17,1986,CA,"['alabama getaway', 'promised land', 'west l.a. fadeaway', 'tons of steel', 'little red rooster', 'tennessee jed', 'desolation row', 'when push comes to shove', 'music never stopped', 'saint of circumstance', 'cumberland blues', 'samson and delilah', 'ship of fools', 'man smart/woman smarter', ""he's gone"", 'drums', 'the other one', 'black peter', ""throwin' stones"", 'not fade away', 'not fade away', 'brokedown palace']",alabama getaway,37.8044557,-122.271356
941,Henry J. Kaiser Convention Center,Oakland,USA,1986-12-27,1986,CA,"[""playin' in the band"", 'bertha', 'mama tried', 'mexicali blues', 'ramble on rose', 'little red rooster', 'bird song', 'quinn the eskimo', ""dancin' in the streets"", 'black muddy river', ""playin' in the band"", 'i need a miracle', 'drums', ""truckin'"", ""smokestack lightnin'"", 'comes a time', 'around and around', ""playin' in the band"", 'when push comes to shove']",playin in the band,37.8044557,-122.271356
942,Henry J. Kaiser Convention Center,Oakland,USA,1986-12-28,1986,CA,"['cold rain and snow', 'new minglewood blues', 'row jimmy', 'el paso', 'stagger lee', 'box of rain', 'big railroad blues', 'promised land', 'scarlet begonias', 'fire on the mountain', 'looks like rain', ""he's gone"", 'drums', 'the other one', 'black peter', 'sugar magnolia', 'baby blue']",cold rain and snow,37.8044557,-122.271356
943,Henry J. Kaiser Convention Center,Oakland,USA,1986-12-30,1986,CA,"['hell in a bucket', 'althea', 'c.c. rider', 'cumberland blues', 'my brother esau', 'when push comes to shove', 'beat it on down the line', 'greatest story ever told', ""don't ease me in"", 'music never stopped', 'china cat sunflower', 'i know you rider', 'saint of circumstance', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'iko iko', 'man smart/woman smarter', 'stella blue', ""throwin' stones"", 'not fade away', 'johnny b. goode']",hell in a bucket,37.8044557,-122.271356
944,Henry J. Kaiser Convention Center,Oakland,USA,1986-12-31,1986,CA,"['jack straw', 'sugaree', 'me and my uncle', 'mexicali blues', 'candyman', 'desolation row', 'u.s. blues', 'touch of grey', 'let it grow', 'black muddy river', 'samson and delilah', 'terrapin station', 'drums', 'wharf rat', ""goin' down the road feelin' bad"", 'turn on your love light', ""gimme some lovin'"", 'when push comes to shove', 'box of rain', 'midnight hour', 'brokedown palace']",jack straw,37.8044557,-122.271356
945,San Francisco Civic,San Francisco,USA,1987-01-28,1987,CA,"['shakedown street', 'get back', 'peggy-o', ""walkin' blues"", 'it must have been the roses', ""it's all over now"", 'row jimmy', 'my brother esau', 'bird song', 'jack straw', 'when push comes to shove', 'samson and delilah', 'black muddy river', ""he's gone"", 'spoonful', 'drums', 'eyes of the world', 'black peter', 'around and around', 'sugar magnolia', 'u.s. blues']",shakedown street,37.7879363,-122.4075201
946,San Francisco Civic,San Francisco,USA,1987-01-29,1987,CA,"['funiculi funicula', 'hell in a bucket', 'sugaree', 'el paso', 'loser', 'little red rooster', 'brown eyed women', 'cassidy', ""don't ease me in"", 'scarlet begonias', 'fire on the mountain', 'looks like rain', 'terrapin station', 'drums', 'i need a miracle', 'stella blue', ""goin' down the road feelin' bad"", 'johnny b. goode', 'baby blue']",funiculi funicula,37.7879363,-122.4075201
947,San Francisco Civic,San Francisco,USA,1987-01-30,1987,CA,"['touch of grey', 'new minglewood blues', 'candyman', 'me and my uncle', 'mexicali blues', 'when push comes to shove', 'beat it on down the line', 'promised land', 'china cat sunflower', 'i know you rider', 'iko iko', 'man smart/woman smarter', 'ship of fools', 'estimated prophet', ""truckin'"", 'drums', 'the other one', 'wharf rat', ""throwin' stones"", 'not fade away', 'not fade away', 'brokedown palace']",touch of grey,37.7879363,-122.4075201
948,Henry J. Kaiser Convention Center,Oakland,USA,1987-03-01,1987,CA,"['touch of grey', 'little red rooster', 'peggy-o', 'me and my uncle', 'mexicali blues', 'when push comes to shove', ""it's all over now"", 'row jimmy', 'let it grow', 'hell in a bucket', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', 'black muddy river', ""he's gone"", 'drums', 'the other one', 'black peter', 'around and around', ""good lovin'"", ""don't ease me in""]",touch of grey,37.8044557,-122.271356
949,Henry J. Kaiser Convention Center,Oakland,USA,1987-03-02,1987,CA,"['funiculi funicula', 'jack straw', 'althea', 'c.c. rider', 'bird song', 'beat it on down the line', 'ramble on rose', 'feel like a stranger', 'china cat sunflower', 'i know you rider', 'man smart/woman smarter', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", 'morning dew', 'johnny b. goode']",funiculi funicula,37.8044557,-122.271356
950,Henry J. Kaiser Convention Center,Oakland,USA,1987-03-03,1987,CA,"['quinn the eskimo', 'greatest story ever told', 'loser', 'new minglewood blues', 'tons of steel', 'cassidy', 'mississippi half-step', 'promised land', 'iko iko', 'saint of circumstance', 'terrapin station', 'drums', ""gimme some lovin'"", 'wharf rat', ""throwin' stones"", 'touch of grey', 'brokedown palace']",quinn the eskimo,37.8044557,-122.271356
951,Hampton Roads Coliseum,Hampton,USA,1987-03-22,1987,VA,"['hell in a bucket', 'sugaree', ""it's all over now"", 'west l.a. fadeaway', 'el paso', 'when push comes to shove', 'cassidy', 'deal', 'sugar magnolia', 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'drums', 'the wheel', 'black peter', 'sunshine daydream', 'baby blue']",hell in a bucket,37.0264414,-76.3442846
952,Hampton Roads Coliseum,Hampton,USA,1987-03-23,1987,VA,"['touch of grey', 'little red rooster', 'althea', 'me and my uncle', 'big river', 'iko iko', 'tons of steel', 'feel like a stranger', ""don't ease me in"", 'box of rain', 'man smart/woman smarter', 'ship of fools', ""truckin'"", 'drums', 'the other one', 'stella blue', ""throwin' stones"", 'turn on your love light', 'u.s. blues']",touch of grey,37.0264414,-76.3442846
953,Hampton Roads Coliseum,Hampton,USA,1987-03-24,1987,VA,"['jack straw', 'candyman', 'new minglewood blues', 'loser', 'mama tried', 'mexicali blues', 'ramble on rose', 'let it grow', ""gimme some lovin'"", 'black muddy river', ""playin' in the band"", 'terrapin station', 'drums', 'dear mr. fantasy', 'wharf rat', 'not fade away', 'brokedown palace']",jack straw,37.0264414,-76.3442846
954,Hartford Civic Center,Hartford,USA,1987-03-26,1987,CT,"['midnight hour', 'cold rain and snow', 'c.c. rider', 'row jimmy', 'my brother esau', 'when push comes to shove', 'desolation row', 'bird song', 'promised land', 'china cat sunflower', 'i know you rider', 'looks like rain', ""he's gone"", 'drums', 'i need a miracle', 'black peter', 'around and around', ""good lovin'"", 'quinn the eskimo']",midnight hour,41.764582,-72.6908547
955,Hartford Civic Center,Hartford,USA,1987-03-27,1987,CT,"['alabama getaway', 'greatest story ever told', 'west l.a. fadeaway', 'little red rooster', 'brown eyed women', 'beat it on down the line', 'tennessee jed', 'music never stopped', 'touch of grey', 'samson and delilah', 'cumberland blues', 'estimated prophet', 'eyes of the world', 'drums', ""uncle john's band"", 'morning dew', 'johnny b. goode']",alabama getaway,41.764582,-72.6908547
956,The Spectrum,Philadelphia,USA,1987-03-29,1987,PA,"['hell in a bucket', 'bertha', 'little red rooster', 'far from me', 'friend of the devil', 'el paso', 'when push comes to shove', 'let it grow', 'mississippi half-step', ""playin' in the band"", 'china doll', 'man smart/woman smarter', 'drums', 'the wheel', ""goin' down the road feelin' bad"", 'black muddy river', 'sugar magnolia', 'quinn the eskimo']",hell in a bucket,39.9527237,-75.1635262
957,The Spectrum,Philadelphia,USA,1987-03-30,1987,PA,"['shakedown street', ""it's all over now"", 'stagger lee', 'good time blues', 'box of rain', 'loser', 'cassidy', 'iko iko', 'saint of circumstance', ""he's gone"", 'drums', ""truckin'"", 'the other one', 'wharf rat', ""throwin' stones"", 'not fade away', 'baby blue']",shakedown street,39.9527237,-75.1635262
958,The Spectrum,Philadelphia,USA,1987-03-31,1987,PA,"['jack straw', ""franklin's tower"", 'c.c. rider', 'ramble on rose', 'tons of steel', 'mama tried', 'big river', 'candyman', 'desolation row', ""don't ease me in"", 'touch of grey', 'estimated prophet', 'terrapin station', 'drums', ""uncle john's band"", 'i need a miracle', 'stella blue', 'around and around', 'turn on your love light', 'brokedown palace']",jack straw,39.9527237,-75.1635262
959,The Centrum,Worcester,USA,1987-04-02,1987,MA,"['cold rain and snow', 'new minglewood blues', ""dupree's diamond blues"", 'far from me', 'me and my uncle', 'mexicali blues', 'when push comes to shove', 'beat it on down the line', 'bird song', 'music never stopped', 'scarlet begonias', 'fire on the mountain', 'looks like rain', 'eyes of the world', 'drums', ""gimme some lovin'"", 'the wheel', 'black peter', 'around and around', ""good lovin'"", 'black muddy river']",cold rain and snow,42.2625621,-71.8018877
960,The Centrum,Worcester,USA,1987-04-03,1987,MA,"['hell in a bucket', 'sugaree', 'c.c. rider', 'it must have been the roses', ""it's all over now"", 'big railroad blues', 'let it grow', ""don't ease me in"", 'china cat sunflower', 'i know you rider', 'man smart/woman smarter', 'crazy fingers', 'samson and delilah', 'drums', 'the other one', 'wharf rat', ""throwin' stones"", 'not fade away', 'u.s. blues']",hell in a bucket,42.2625621,-71.8018877
961,The Centrum,Worcester,USA,1987-04-04,1987,MA,"['touch of grey', 'greatest story ever told', 'althea', 'el paso', 'tennessee jed', 'cassidy', 'good time blues', 'box of rain', 'promised land', 'iko iko', ""playin' in the band"", 'comes a time', 'willie and the hand jive', 'drums', ""truckin'"", 'morning dew', 'one more saturday night']",touch of grey,42.2625621,-71.8018877
962,Giants Stadium (Meadowlands Sports Complex),East Rutherford,USA,1987-04-06,1987,NJ,"[""dancin' in the streets"", ""franklin's tower"", 'little red rooster', 'peggy-o', 'me and my uncle', 'mexicali blues', 'when push comes to shove', 'jack straw', 'deal', 'feel like a stranger', 'cumberland blues', 'tons of steel', 'saint of circumstance', 'drums', 'terrapin station', 'the other one', 'stella blue', 'sugar magnolia', 'black muddy river']",dancin in the streets,40.833989,-74.0970865
963,Giants Stadium (Meadowlands Sports Complex),East Rutherford,USA,1987-04-07,1987,NJ,"['touch of grey', 'new minglewood blues', 'friend of the devil', 'beat it on down the line', 'stagger lee', 'mama tried', 'big river', 'west l.a. fadeaway', 'hell in a bucket', ""don't ease me in"", 'box of rain', 'i need a miracle', 'bertha', 'ship of fools', 'man smart/woman smarter', 'drums', ""gimme some lovin'"", 'morning dew', ""throwin' stones"", 'not fade away', 'quinn the eskimo']",touch of grey,40.833989,-74.0970865
964,Pavilion (U Illinois At Chicago),Chicago,USA,1987-04-09,1987,IL,"['greatest story ever told', 'promised land', 'when push comes to shove', 'good time blues', 'el paso', 'row jimmy', 'my brother esau', 'far from me', 'deal', 'scarlet begonias', 'fire on the mountain', ""playin' in the band"", ""uncle john's band"", 'drums', 'china doll', ""goin' down the road feelin' bad"", 'sugar magnolia', 'u.s. blues']",greatest story ever told,41.8755616,-87.6244212
965,Pavilion (U Illinois At Chicago),Chicago,USA,1987-04-10,1987,IL,"['shakedown street', 'little red rooster', 'candyman', 'me and my uncle', 'mexicali blues', 'brown eyed women', 'cassidy', ""don't ease me in"", 'iko iko', 'looks like rain', 'box of rain', ""he's gone"", 'drums', 'the other one', 'black peter', 'around and around', 'turn on your love light', 'baby blue']",shakedown street,41.8755616,-87.6244212
966,Pavilion (U Illinois At Chicago),Chicago,USA,1987-04-11,1987,IL,"['hell in a bucket', 'sugaree', 'new minglewood blues', 'loser', 'tons of steel', 'desolation row', 'big railroad blues', 'music never stopped', 'touch of grey', 'man smart/woman smarter', 'terrapin station', 'drums', ""truckin'"", 'wharf rat', ""throwin' stones"", 'not fade away', 'not fade away', 'black muddy river']",hell in a bucket,41.8755616,-87.6244212
967,Irvine Meadows Amphitheater,Laguna Hills,USA,1987-04-18,1987,CA,"['hell in a bucket', 'sugaree', 'me and my uncle', 'mexicali blues', 'west l.a. fadeaway', 'far from me', 'row jimmy', 'let it grow', ""don't ease me in"", 'iko iko', ""playin' in the band"", 'terrapin station', 'drums', ""gimme some lovin'"", 'morning dew', ""throwin' stones"", 'turn on your love light', 'black muddy river']",hell in a bucket,33.5948758,-117.6882067
